token_context,word_context,seg_context,sent_cotext,label
"['applyingrulesplitrule', '', '', 'However,asdiscussedby #TAUTHOR_TAG,creatingseveralinstancesoflexicalrulescanbeavoided.', ',thedisjunctivepossibilitiesintroducedbytheframespecificationareattachedasaconstrainttoalexicalrule.', '', 'ending8.17']","['applyingrule,splitrule', '', '', 'However,asdiscussedby #TAUTHOR_TAG,creatingseveralinstancesoflexicalrulescanbeavoided.', 'Instead,thedisjunctivepossibilitiesintroducedbytheframespecificationareattachedasaconstrainttoalexicalrule.', '', 'extending8.17']","['appsplitup', '', '', 'However,asdiscussedby #TAUTHOR_TAG,creatingseveralinstancesoflexicalrulescanbeavoided.', ',thedisjunctivepossibilitiesintroducedbytheframespecificationareattachedasaconstrainttoalexicalrule.', '', 'Figure8.17']","['', '', '', 'However,asdiscussedby #TAUTHOR_TAG,creatingseveralinstancesoflexicalrulescanbeavoided.', 'Instead,thedisjunctivepossibilitiesintroducedbytheframespecificationareattachedasaconstrainttoalexicalrule.', '', '']",4
"['', 'thelexicalruleinFigure2,whichencodesapassivelexicalruleliketheonepresentedby #AUTHOR_TAG,215)intermsofthesetupof #TAUTHOR_TAG,ch.', 'ThislexicalrulecouldbeusedinagrammarofEnglishtorelatepastparticipleformsofverbstotheirpassiveform2°Theruletakestheindexoftheleastobliquecomplementtheinputassignsittothe', 'Theindexthatthesubjectboreintheinputisassignedtoanoptionalprepositionalcomplementinthe.']","['', 'thelexicalruleinFigure2,whichencodesapassivelexicalruleliketheonepresentedby #AUTHOR_TAG,215)intermsofthesetupof #TAUTHOR_TAG,ch.', 'ThislexicalrulecouldbeusedinagrammarofEnglishtorelatepastparticipleformsofverbstotheirpassiveform2°Theruletakestheindexoftheleastobliquecomplementtheinputassignsittothe', 'Theindexthatthesubjectboreintheinputisassignedtoanoptionalprepositionalcomplementintheoutput.']","['', 'thelexicalruleinFigure2,whichencodesapassivelexicalruleliketheonepresentedby #AUTHOR_TAG,215)intermsofthesetupof #TAUTHOR_TAG,ch.', 'ThislexicalrulecouldbeusedinagrammarofEnglishtorelatepastparticipleformsofverbstotheirpassiveform2°Theruletakestheindexoftheleastobliquecomplementtheinputassignsittothesubject', 'Theindexthatthesubjectboreintheinputisassignedtoanoptionalprepositionalcomplementintheoutput.']","['', 'Consider,forexample,thelexicalruleinFigure2,whichencodesapassivelexicalruleliketheonepresentedby #AUTHOR_TAG,215)intermsofthesetupof #TAUTHOR_TAG,ch.', 'ThislexicalrulecouldbeusedinagrammarofEnglishtorelatepastparticipleformsofverbstotheirpassiveform2°Theruletakestheindexoftheleastobliquecomplementoftheinputandassignsittothesubjectoftheoutput.', 'Theindexthatthesubjectboreintheinputisassignedtoanoptionalprepositionalcomplementintheoutput.']",0
"['Lexicalruleshavenotgoneunchallengedasamechanismforexpressinggeneralizationsoverlexicalinformation.', 'Inanumberofproposals,lexicalgeneralizationsarecapturedusinglexicalunderspecification(Kathol1994; #TAUTHOR_TAG;Riehemann1993;Oliva1994;Frank1994;Opalka1995;Sanfilippo1995).', 'Theentriesarespecified,encodedviathetypehierarchy,definiteclauseattachments,oramacrohierarchy.']","['Lexicalruleshavenotgoneunchallengedasamechanismforexpressinggeneralizationsoverlexicalinformation.', 'Inanumberofproposals,lexicalgeneralizationsarecapturedusinglexicalunderspecification(Kathol1994; #TAUTHOR_TAG;Riehemann1993;Oliva1994;Frank1994;Opalka1995;Sanfilippo1995).', 'Theentriesarespecified,encodedviathetypehierarchy,definiteclauseattachments,oramacrohierarchy.']","['Lexicalruleshavenotgoneunchallengedasamechanismforexpressinggeneralizationsoverlexicalinformation.', 'Inanumberofproposals,lexicalgeneralizationsarecapturedusinglexicalunderspecification(Kathol1994; #TAUTHOR_TAG;Riehemann1993;Oliva1994;Frank1994;Opalka1995;Sanfilippo1995).', 'Thelexicalentriesspecified,areencodedviathetypehierarchy,definiteclauseattachments,oramacrohierarchy.']","['Lexicalruleshavenotgoneunchallengedasamechanismforexpressinggeneralizationsoverlexicalinformation.', 'Inanumberofproposals,lexicalgeneralizationsarecapturedusinglexicalunderspecification(Kathol1994; #TAUTHOR_TAG;Riehemann1993;Oliva1994;Frank1994;Opalka1995;Sanfilippo1995).', 'Thelexicalentriesareonlypartiallyspecified,andvariousspecializationsareencodedviathetypehierarchy,definiteclauseattachments,oramacrohierarchy.']",1
"['', 'thelexicalruleinFigure2,whichencodesapassivelexicalruleliketheonepresentedby #TAUTHOR_TAG,215)intermsofthesetupof #AUTHOR_TAG,ch.', 'couldbeusedinagrammarofEnglishtorelatepastparticipleformsofverbstotheirpassiveform2Theindextheinputassigns', 'Theindexthatthesubjectboreintheinputisassignedtoanoptionalprepositionalcomplementintheoutput.']","['', 'thelexicalruleinFigure2,whichencodesapassivelexicalruleliketheonepresentedby #TAUTHOR_TAG,215)intermsofthesetupof #AUTHOR_TAG,ch.', 'couldbeusedinagrammarofEnglishtorelatepastparticipleformsofverbstotheirpassiveform2Theindextheinputassigns', 'Theindexthatthesubjectboreintheinputisassignedtoanoptionalprepositionalcomplementintheoutput.']","['', 'thelexicalruleinFigure2,whichencodesapassivelexicalruleliketheonepresentedby #TAUTHOR_TAG,215)intermsofthesetupof #AUTHOR_TAG,ch.', 'couldbeusedinagrammarofEnglishtorelatepastparticipleformsofverbstotheirpassiveform2Theruletheindextheinputassigns', 'Theindexthatthesubjectboreintheinputisassignedtoanoptionalprepositionalcomplementintheoutput.']","['', 'Consider,forexample,thelexicalruleinFigure2,whichencodesapassivelexicalruleliketheonepresentedby #TAUTHOR_TAG,215)intermsofthesetupof #AUTHOR_TAG,ch.', '', 'Theindexthatthesubjectboreintheinputisassignedtoanoptionalprepositionalcomplementintheoutput.']",1
"['', 'TwoformalizationsoflexicalrulesasusedbyHPSGlinguistshavebeenproposed,themeta-levellexicalrules(MLRs;Calcagno1995;CalcagnoandPollard1995)andthedescription-levellexicalrules(DLRs; #TAUTHOR_TAG']","['', 'TwoformalizationsoflexicalrulesasusedbyHPSGlinguistshavebeenproposed,themeta-levellexicalrules(MLRs;Calcagno1995;CalcagnoandPollard1995)andthedescription-levellexicalrules(DLRs; #TAUTHOR_TAG']","['', 'TwoformalizationsoflexicalrulesasusedbyHPSGlinguistshavebeenproposed,themeta-levellexicalrules(MLRs;Calcagno1995;CalcagnoandPollard1995)andthedescription-levellexicalrules(DLRs; #TAUTHOR_TAG']","['', 'TwoformalizationsoflexicalrulesasusedbyHPSGlinguistshavebeenproposed,themeta-levellexicalrules(MLRs;Calcagno1995;CalcagnoandPollard1995)andthedescription-levellexicalrules(DLRs; #TAUTHOR_TAG']",0
"['', '', '', '', 'thephrasesdetectedmentionsthatweneedtodiscover', ' #TAUTHOR_TAGpresentdetailedstudiesonthetaskofnamedentityrecognition,whichdiscussesandcomparesdifferentmethodsonmultipleaspectsincludingchunkrepresentation,inferencemethod,utilityofnon-localfeatures,andintegrationofexternalknowledge.', '', '', '']","['', '', '', '', 'thephrasesdetectedmentionsthatweneedtodiscover.', ' #TAUTHOR_TAGpresentdetailedstudiesonthetaskofnamedentityrecognition,whichdiscussesandcomparesdifferentmethodsonmultipleaspectsincludingchunkrepresentation,inferencemethod,utilityofnon-localfeatures,andintegrationofexternalknowledge.', '', '', '']","['', '', '', '', 'thephrasesdetmentionsthatweneedtodiscover', ' #TAUTHOR_TAGpresentdetailedstudiesonthetaskofnamedentityrecognition,whichdiscussesandcomparesdifferentmethodsonmultipleaspectsincludingchunkrepresentation,inferencemethod,utilityofnon-localfeatures,andintegrationofexternalknowledge.', '', '', '']","['', '', '', '', 'However,thephrasesdetectedarenotnecessarilymentionsthatweneedtodiscover.', ' #TAUTHOR_TAGpresentdetailedstudiesonthetaskofnamedentityrecognition,whichdiscussesandcomparesdifferentmethodsonmultipleaspectsincludingchunkrepresentation,inferencemethod,utilityofnon-localfeatures,andintegrationofexternalknowledge.', '', '', '']",0
"['', '', 'Forthismention-paircoreferencemodelÏ\x86(u,v),weusethesamesetoffeaturesusedin #TAUTHOR_TAG.']","['', '', 'Forthismention-paircoreferencemodelÏ\x86(u,v),weusethesamesetoffeaturesusedin #TAUTHOR_TAG.']","['', '', 'Forthismention-paircoreferencemodelÏ\x86(u,v),weusethesamesetoffeaturesusedin #TAUTHOR_TAG.']","['', '', 'Forthismention-paircoreferencemodelÏ\x86(u,v),weusethesamesetoffeaturesusedin #TAUTHOR_TAG.']",5
"['', '', '', '""""MultationalChina""andthesecond""They""refersto""Domurerssuffering"".', 'Inbothcases,thementionheadsaresufficienttosupportthedecisions:""they""refersto""companies"",and""They""refersto""manufacturers"".', 'Infact,mostofthefeatures3implementedinexistingcoreferenceresolutionsystemsrelysolelyonmentionheads #TAUTHOR_TAG.']","['', '', '', '""MultinationalChina""andthesecond""They""refersto""Domesticsuffering"".', 'Inbothcases,thementionheadsaresufficienttosupportthedecisions:""they""refersto""companies"",and""They""refersto""manufacturers"".', 'Infact,mostofthefeatures3implementedinexistingcoreferenceresolutionsystemsrelysolelyonmentionheads #TAUTHOR_TAG.']","['', '', '', '""MultChina""andthesecond""They""refersto""Domsuffering"".', 'Inbothcases,thementionheadsaresufficienttosupportthedecisions:""they""refersto""companies"",and""They""refersto""manufacturers"".', 'Infact,mostofthefeatures3implementedinexistingcoreferenceresolutionsystemsrelysolelyonmentionheads #TAUTHOR_TAG.']","['', '', '', '', 'Inbothcases,thementionheadsaresufficienttosupportthedecisions:""they""refersto""companies"",and""They""refersto""manufacturers"".', 'Infact,mostofthefeatures3implementedinexistingcoreferenceresolutionsystemsrelysolelyonmentionheads #TAUTHOR_TAG.']",0
"['Thelatestscorerversionv8AFescores', '', 'keleyACE200supportACE', '', 'ForBerkeleysystem,weusethereportedresultsfrom #TAUTHOR_TAG.']","['ThelatestscorerversionCEAFescores', '', 'BerkeleyACE-2004supportACE', '', 'ForBerkeleysystem,weusethereportedresultsfrom #TAUTHOR_TAG.']","['Thelatestscorerversionv8.01,AFeaveragescores', '', 'keleyACE200support', '', 'ForBerkeleysystem,weusethereportedresultsfrom #TAUTHOR_TAG.']","['', '', '', '', 'ForBerkeleysystem,weusethereportedresultsfrom #TAUTHOR_TAG.']",1
"['', '', '', '', '', '', '', '', '', '', 'BaselineSystemsWechoosethreepubliclyavailablestate-of-the-artend-to-endcoreferencesystemsasourbaselines:Stanfordsystem #AUTHOR_TAG,Berkeleysystem #TAUTHOR_TAGandHOTCorefsystem(BjÂ¨orkelundand #AUTHOR_TAG.', 'DevelopedSystemsOurdevelopedsystemis', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', 'BaselineSystemsWechoosethreepubliclyavailablestate-of-the-artend-to-endcoreferencesystemsasourbaselines:Stanfordsystem #AUTHOR_TAG,Berkeleysystem #TAUTHOR_TAGandHOTCorefsystem(BjÂ¨orkelundand #AUTHOR_TAG.', 'DevelopedSystemsOurdevelopedsystemis', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', 'BaselineSystemsWechoosethreepubliclyavailablestate-of-the-artend-to-endcoreferencesystemsasourbaselines:Stanfordsystem #AUTHOR_TAG,Berkeleysystem #TAUTHOR_TAGandHOTCorefsystem(BjÂ¨orkelundand #AUTHOR_TAG.', 'DevelopedSystemsOurdevelopedsystemisbuilt', '', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', 'BaselineSystemsWechoosethreepubliclyavailablestate-of-the-artend-to-endcoreferencesystemsasourbaselines:Stanfordsystem #AUTHOR_TAG,Berkeleysystem #TAUTHOR_TAGandHOTCorefsystem(BjÂ¨orkelundand #AUTHOR_TAG.', '', '', '', '', '', '', '', '', '', '', '']",1
"['TheACE-2004datasetcontains443documents.', 'Weuseastandardsplitof268trainingdocuments,68developmentdocuments,and106testingdocuments #TAUTHOR_TAG.', 'TheOntoNotes-5.', '', '', '', '', '', '']","['TheACE-2004datasetcontains443documents.', 'Weuseastandardsplitof268trainingdocuments,68developmentdocuments,and106testingdocuments #TAUTHOR_TAG.', 'TheOntoNotes-5.0', '', '', '', '', '', '']","['TheACE-2004datasetcontains443documents.', 'Weuseastandardsplitof268trainingdocuments,68developmentdocuments,and106testingdocuments #TAUTHOR_TAG.', 'TheOntoNotes-5.0dataset,', '', '', '', '', '', '']","['TheACE-2004datasetcontains443documents.', 'Weuseastandardsplitof268trainingdocuments,68developmentdocuments,and106testingdocuments #TAUTHOR_TAG.', '', '', '', '', '', '', '']",5
"['algorithmsdesSec', '', '', '', 'WethenuseIllinoisChunker #AUTHOR_TAG6toextractmorenounphrasesfromthetextandemployCollinsheadrules #TAUTHOR_TAGtoidentifytheirheads.', 'Whentheseextractedheadsdonotoverlapwithgoldmentionheads,wetreatthemasnegativeexamples.']","['algorithmsdescribedSec.', '', '', '', 'WethenuseIllinoisChunker #AUTHOR_TAG6toextractmorenounphrasesfromthetextandemployCollinsheadrules #TAUTHOR_TAGtoidentifytheirheads.', 'Whentheseextractedheadsdonotoverlapwithgoldmentionheads,wetreatthemasnegativeexamples.']","['thealgorithmsdesSec', '', '', '', 'WethenuseIllinoisChunker #AUTHOR_TAG6toextractmorenounphrasesfromthetextandemployCollinsheadrules #TAUTHOR_TAGtoidentifytheirheads.', 'Whentheseextractedheadsdonotoverlapwithgoldmentionheads,wetreatthemasnegativeexamples.']","['', '', '', '', 'WethenuseIllinoisChunker #AUTHOR_TAG6toextractmorenounphrasesfromthetextandemployCollinsheadrules #TAUTHOR_TAGtoidentifytheirheads.', 'Whentheseextractedheadsdonotoverlapwithgoldmentionheads,wetreatthemasnegativeexamples.']",5
"['Mentiondetectionisrarelystudiedasastand-aloneresearchproblem( #AUTHOR_TAGisonekeyexception).', 'Mostcoreferenceresolutionworksimplymentionsitinpassingasamoduleinthepipelinedsystem #TAUTHOR_TAGBjÂ¨orkelundand #AUTHOR_TAG.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['Mentiondetectionisrarelystudiedasastand-aloneresearchproblem( #AUTHOR_TAGisonekeyexception).', 'Mostcoreferenceresolutionworksimplymentionsitinpassingasamoduleinthepipelinedsystem #TAUTHOR_TAGBjÂ¨orkelundand #AUTHOR_TAG.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['Mentiondetectionisrarelystudiedasastand-aloneresearchproblem( #AUTHOR_TAGisonekeyexception).', 'Mostcoreferenceresolutionworksimplymentionsitinpassingasamoduleinthepipelinedsystem #TAUTHOR_TAGBjÂ¨orkelundand #AUTHOR_TAG.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['Mentiondetectionisrarelystudiedasastand-aloneresearchproblem( #AUTHOR_TAGisonekeyexception).', 'Mostcoreferenceresolutionworksimplymentionsitinpassingasamoduleinthepipelinedsystem #TAUTHOR_TAGBjÂ¨orkelundand #AUTHOR_TAG.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",0
"['Basedonthisassumption,theproblemofidentifyingmentionheadsisasequentialphraseidentificationproblem,andwechoosetoemploytheBILOU-representationasithasadvantagesovertraditionalBIO-representation,asshown,e.g.in #TAUTHOR_TAG.', 'TheBILOUrepresentationsuggestslearningclassifiersthatidentifytheBeginning,InsideandLasttokensofmulti-tokenchunksaswellasUnit-lengthchunks.', '']","['Basedonthisassumption,theproblemofidentifyingmentionheadsisasequentialphraseidentificationproblem,andwechoosetoemploytheBILOU-representationasithasadvantagesovertraditionalBIO-representation,asshown,e.g.in #TAUTHOR_TAG.', 'TheBILOUrepresentationsuggestslearningclassifiersthatidentifytheBeginning,InsideandLasttokensofmulti-tokenchunksaswellasUnit-lengthchunks.', '']","['Basedonthisassumption,theproblemofidentifyingmentionheadsisasequentialphraseidentificationproblem,andwechoosetoemploytheBILOU-representationasithasadvantagesovertraditionalBIO-representation,asshown,e.g.in #TAUTHOR_TAG.', 'TheBILOUrepresentationsuggestslearningclassifiersthatidentifytheBeginning,InsideandLasttokensofmulti-tokenchunksaswellasUnit-lengthchunks.', '']","['Basedonthisassumption,theproblemofidentifyingmentionheadsisasequentialphraseidentificationproblem,andwechoosetoemploytheBILOU-representationasithasadvantagesovertraditionalBIO-representation,asshown,e.g.in #TAUTHOR_TAG.', 'TheBILOUrepresentationsuggestslearningclassifiersthatidentifytheBeginning,InsideandLasttokensofmulti-tokenchunksaswellasUnit-lengthchunks.', '']",4
"['', '', 'TheOntoNotes-5.0dataset,whichisreleasedfortheCoNLL-2012SharedTask #TAUTHOR_TAG,contains3,145annotateddocuments.', 'Thesedocumentscomefromawiderangeofsourceswhichincludenewswire,bible,transcripts,magazines,andwebblogs.', 'Wereportresultsonthetestdocumentsforbothdatasets.', ')', '', '', '']","['', '', 'TheOntoNotes-5.0dataset,whichisreleasedfortheCoNLL-2012SharedTask #TAUTHOR_TAG,contains3,145annotateddocuments.', 'Thesedocumentscomefromawiderangeofsourceswhichincludenewswire,bible,transcripts,magazines,andwebblogs.', 'Wereportresultsonthetestdocumentsforbothdatasets.', ')', '', '', '']","['', '', 'TheOntoNotes-5.0dataset,whichisreleasedfortheCoNLL-2012SharedTask #TAUTHOR_TAG,contains3,145annotateddocuments.', 'Thesedocumentscomefromawiderangeofsourceswhichincludenewswire,bible,transcripts,magazines,andwebblogs.', 'Wereportresultsonthetestdocumentsforbothdatasets.', ')', '', '', '']","['', '', 'TheOntoNotes-5.0dataset,whichisreleasedfortheCoNLL-2012SharedTask #TAUTHOR_TAG,contains3,145annotateddocuments.', 'Thesedocumentscomefromawiderangeofsourceswhichincludenewswire,bible,transcripts,magazines,andwebblogs.', 'Wereportresultsonthetestdocumentsforbothdatasets.', '', '', '', '']",5
"['', '', '', '', '', '', '', '', '', '', '-the-artendasour(Björkelundand #AUTHOR_TAG', 'DevelopedSystemsOurdevelopedsystemisbuiltontheworkby #TAUTHOR_TAG,usingConstrainedLatentLeft-LinkingModel(CL3M)asourmention-paircoreferencemodelinthejointframework10.', 'WhentheCL3Mcoreferencesystemusesgoldmentionsorheads,wecallthesystemGold;whenitusespredictedmentionsorheads,wecallthesystemPredicted.', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', 'state-of-the-artasour(Björkelundand #AUTHOR_TAG', 'DevelopedSystemsOurdevelopedsystemisbuiltontheworkby #TAUTHOR_TAG,usingConstrainedLatentLeft-LinkingModel(CL3M)asourmention-paircoreferencemodelinthejointframework10.', 'WhentheCL3Mcoreferencesystemusesgoldmentionsorheads,wecallthesystemGold;whenitusespredictedmentionsorheads,wecallthesystemPredicted.', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', 'asour(Björkelundand #AUTHOR_TAG.', 'DevelopedSystemsOurdevelopedsystemisbuiltontheworkby #TAUTHOR_TAG,usingConstrainedLatentLeft-LinkingModel(CL3M)asourmention-paircoreferencemodelinthejointframework10.', 'WhentheCL3Mcoreferencesystemusesgoldmentionsorheads,wecallthesystemGold;whenitusespredictedmentionsorheads,wecallthesystemPredicted.', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '', '', 'DevelopedSystemsOurdevelopedsystemisbuiltontheworkby #TAUTHOR_TAG,usingConstrainedLatentLeft-LinkingModel(CL3M)asourmention-paircoreferencemodelinthejointframework10.', 'WhentheCL3Mcoreferencesystemusesgoldmentionsorheads,wecallthesystemGold;whenitusespredictedmentionsorheads,wecallthesystemPredicted.', '', '', '', '', '', '', '', '', '']",5
"['ferenceresolutionhasbeenextensivelystudiedseveral-theappro', '', '', '', '', 'InthispaperweusetheConstrainedLatentLeft-LinkingModel(CL3M)describedin #TAUTHOR_TAGinourexperiments.']","['Coreferenceresolutionhasbeenextensivelystudied,severalapproaches', '', '', '', '', 'InthispaperweusetheConstrainedLatentLeft-LinkingModel(CL3M)describedin #TAUTHOR_TAGinourexperiments.']","['ferenceresolutionhasbeenextensivelystudiedse', '', '', '', '', 'InthispaperweusetheConstrainedLatentLeft-LinkingModel(CL3M)describedin #TAUTHOR_TAGinourexperiments.']","['', '', '', '', '', 'Inthispaper,weusetheConstrainedLatentLeft-LinkingModel(CL3M)describedin #TAUTHOR_TAGinourexperiments.']",5
"['TheACE-2004datasetcontains443documents.', 'Weuseastandardsplitof268trainingdocuments,68developmentdocuments,and106testingdocuments #TAUTHOR_TAG.', 'TheOntoNotes-5.', '', '', '', '', '', '']","['TheACE-2004datasetcontains443documents.', 'Weuseastandardsplitof268trainingdocuments,68developmentdocuments,and106testingdocuments #TAUTHOR_TAG.', 'TheOntoNotes-5.0', '', '', '', '', '', '']","['TheACE-2004datasetcontains443documents.', 'Weuseastandardsplitof268trainingdocuments,68developmentdocuments,and106testingdocuments #TAUTHOR_TAG.', 'TheOntoNotes-5.0dataset,', '', '', '', '', '', '']","['TheACE-2004datasetcontains443documents.', 'Weuseastandardsplitof268trainingdocuments,68developmentdocuments,and106testingdocuments #TAUTHOR_TAG.', '', '', '', '', '', '', '']",5
"['Moredetailscanbefoundin #TAUTHOR_TAGetal.(2013).', 'differencehereisthatwealsoconsiderthevalidityofmentionheadsusing�(u),�(m)']","['Moredetailscanbefoundin #TAUTHOR_TAGetal.(2013).', 'differencehereisthatwealsoconsiderthevalidityofmentionheadsusing�(u),�(m)']","['Moredetailscanbefoundin #TAUTHOR_TAGetal.(2013).', 'Thedifferencehereisthatwealsoconsiderthevalidityofmentionheadsusing�(u),�(m)']","['Moredetailscanbefoundin #TAUTHOR_TAGetal.(2013).', 'Thedifferencehereisthatwealsoconsiderthevalidityofmentionheadsusing�(u),�(m)']",0
"['Severalrecentworkssuggeststudyingcoreferencejointlywithothertasks.', ' #AUTHOR_TAGmodelentitycoreferenceandeventcoreferencejointly; #TAUTHOR_TAGconsiderjointcoreferenceandentity-linking.', '', '']","['Severalrecentworkssuggeststudyingcoreferencejointlywithothertasks.', ' #AUTHOR_TAGmodelentitycoreferenceandeventcoreferencejointly; #TAUTHOR_TAGconsiderjointcoreferenceandentity-linking.', '', '']","['Severalrecentworkssuggeststudyingcoreferencejointlywithothertasks.', ' #AUTHOR_TAGmodelentitycoreferenceandeventcoreferencejointly; #TAUTHOR_TAGconsiderjointcoreferenceandentity-linking.', '', '']","['Severalrecentworkssuggeststudyingcoreferencejointlywithothertasks.', ' #AUTHOR_TAGmodelentitycoreferenceandeventcoreferencejointly; #TAUTHOR_TAGconsiderjointcoreferenceandentity-linking.', '', '']",0
"['ACE4datasetisOntoNotes-5.0', 'datasetonlyhasmentionannotations.', 'Therefore,wepreprocessOntonote-5.0toderivementionheadsusingCollinsheadrules #TAUTHOR_TAGwithgoldconstituencyparsinginformationandgoldnamedentityinformation.', 'Theparsinginformation9isonlyneededtogeneratetrainingdataforthementionheadcandidategeneratorandnamedentitiesaredirectlysetasheads.', '', '', '', '', '', '', '-artferencesystemsasour', '', '', '', '', '', '', '', '', '', '', '']","['ACE-2004datasetisOntoNotes-5.0', 'datasetonlyhasmentionannotations.', 'Therefore,wepreprocessOntonote-5.0toderivementionheadsusingCollinsheadrules #TAUTHOR_TAGwithgoldconstituencyparsinginformationandgoldnamedentityinformation.', 'Theparsinginformation9isonlyneededtogeneratetrainingdataforthementionheadcandidategeneratorandnamedentitiesaredirectlysetasheads.', '', '', '', '', '', '', 'coreferencesystemsasour', '', '', '', '', '', '', '', '', '', '', '']","['TheACE-2004datasettheOntoNotes-5.0', 'datasetonlyhasmentionannotations.', 'Therefore,wepreprocessOntonote-5.0toderivementionheadsusingCollinsheadrules #TAUTHOR_TAGwithgoldconstituencyparsinginformationandgoldnamedentityinformation.', 'Theparsinginformation9isonlyneededtogeneratetrainingdataforthementionheadcandidategeneratorandnamedentitiesaredirectlysetasheads.', '', '', '', '', '', '', 'asour', '', '', '', '', '', '', '', '', '', '', '']","['', 'datasetonlyhasmentionannotations.', 'Therefore,wepreprocessOntonote-5.0toderivementionheadsusingCollinsheadrules #TAUTHOR_TAGwithgoldconstituencyparsinginformationandgoldnamedentityinformation.', 'Theparsinginformation9isonlyneededtogeneratetrainingdataforthementionheadcandidategeneratorandnamedentitiesaredirectlysetasheads.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",5
"['Thissectiondescribesourjointcoreferenceresolutionandmentionheaddetectionframework.', 'Ourworkisinspiredbythelatentleft-linkingmodelin #TAUTHOR_TAGandtheILPformulationfrom #AUTHOR_TAG.', 'The', 'jointdes', '', '', '', '']","['Thissectiondescribesourjointcoreferenceresolutionandmentionheaddetectionframework.', 'Ourworkisinspiredbythelatentleft-linkingmodelin #TAUTHOR_TAGandtheILPformulationfrom #AUTHOR_TAG.', 'The', 'jointlydetermines', '', '', '', '']","['Thissectiondescribesourjointcoreferenceresolutionandmentionheaddetectionframework.', 'Ourworkisinspiredbythelatentleft-linkingmodelin #TAUTHOR_TAGandtheILPformulationfrom #AUTHOR_TAG.', '', 'joint)determines', '', '', '', '']","['Thissectiondescribesourjointcoreferenceresolutionandmentionheaddetectionframework.', 'Ourworkisinspiredbythelatentleft-linkingmodelin #TAUTHOR_TAGandtheILPformulationfrom #AUTHOR_TAG.', '', '', '', '', '', '']",5
"['Wepresentexperimentsonthetwostandardcoreferenceresolutiondatasets,ACE-2004(NIST,2004)andOntoNotes-5.0 #TAUTHOR_TAG.', '', 'resultsinasubstantialreductioninthecoreferenceperformancegapbetweengoldandpredictedmentions,andsignificantlyoutperformsexistingstat-of-the-artresultsoncoreferenceresolution;provementonMDforbothdatasets']","['Wepresentexperimentsonthetwostandardcoreferenceresolutiondatasets,ACE-2004(NIST,2004)andOntoNotes-5.0 #TAUTHOR_TAG.', '', 'resultsinasubstantialreductioninthecoreferenceperformancegapbetweengoldandpredictedmentions,andsignificantlyoutperformsexistingstat-of-the-artresultsoncoreferenceresolution;improvementonMDforbothdatasets.']","['Wepresentexperimentsonthetwostandardcoreferenceresolutiondatasets,ACE-2004(NIST,2004)andOntoNotes-5.0 #TAUTHOR_TAG.', '', 'achresultsinasubstantialreductioninthecoreferenceperformancegapbetweengoldandpredictedmentions,andsignificantlyoutperformsexistingstat-of-the-artresultsoncoreferenceresolution;onMDforbothdatasets.']","['Wepresentexperimentsonthetwostandardcoreferenceresolutiondatasets,ACE-2004(NIST,2004)andOntoNotes-5.0 #TAUTHOR_TAG.', '', 'Ourapproachresultsinasubstantialreductioninthecoreferenceperformancegapbetweengoldandpredictedmentions,andsignificantlyoutperformsexistingstat-of-the-artresultsoncoreferenceresolution;inaddition,itachievessignificantperformanceimprovementonMDforbothdatasets.']",5
"['', '', 'WecandefinePCATusingaprobabilisticgrammar #TAUTHOR_TAG.', 'Thegrammarmayfirstgenerateastartorendcategory(S,E)withprobabilitypseoraspecialtokendeletioncategory(D;explainedin§5)withprobabilitypdel,orastandardCCGcategoryC:']","['', '', 'WecandefinePCATusingaprobabilisticgrammar #TAUTHOR_TAG.', 'Thegrammarmayfirstgenerateastartorendcategory(S,E)withprobabilitypseoraspecialtokendeletioncategory(D;explainedin§5)withprobabilitypdel,orastandardCCGcategoryC:']","['', '', 'WecandefinePCATusingaprobabilisticgrammar #TAUTHOR_TAG.', 'Thegrammarmayfirstgenerateastartorendcategory(S,E)withprobabilitypseoraspecialtokendeletioncategory(D;explainedin§5)withprobabilitypdel,orastandardCCGcategoryC:']","['', '', 'WecandefinePCATusingaprobabilisticgrammar #TAUTHOR_TAG.', 'Thegrammarmayfirstgenerateastartorendcategory(S,E)withprobabilitypseoraspecialtokendeletioncategory(D;explainedin§5)withprobabilitypdel,orastandardCCGcategoryC:']",0
